ordernumber,quantityordered,priceeach,sales,orderdate,status,qtr_id,month_id,year_id,productline,customername,country,territory,dealsize
10279,32,74.96,-0.6194766801015773,2004-08-09,Shipped,3,8,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10288,36,66.14,-0.6291258824502414,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
10301,27,72.02,-0.8673542096669781,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10311,26,87.45,-0.6877087659403778,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10332,23,56.84,-1.2151293635479608,2004-11-17,Shipped,4,11,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
10344,29,59.53,-0.9864247117262576,2004-11-25,Shipped,4,11,2004,Classic Cars,Marseille Mini Autos,France,EMEA,Small
10380,34,100.0,-0.050184656917663974,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10420,60,64.67,0.18906971670266357,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Australia,APAC,Medium
10104,35,55.49,-0.8686585984460112,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10141,20,54.33,-1.3355915774844513,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
10152,25,65.31,-1.037519639547634,2003-09-25,Shipped,3,9,2003,Classic Cars,"Australian Gift Network, Co",Australia,APAC,Small
10165,25,69.36,-0.9822604914818962,2003-10-22,Shipped,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10176,27,68.78,-0.9150981135957756,2003-11-06,Shipped,4,11,2003,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
10184,31,60.11,-0.9116324781368379,2003-11-14,Shipped,4,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
10220,26,56.07,-1.1329910743243208,2004-02-12,Shipped,1,2,2004,Classic Cars,"Clover Collections, Co.",Ireland,EMEA,Small
10230,36,54.33,-0.8611651850836154,2004-03-15,Shipped,1,3,2004,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
10246,44,52.6,-0.6654959528413601,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10259,28,46.82,-1.2131427630644123,2004-06-15,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
10314,44,53.18,-0.651567918681976,2004-10-22,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
10336,45,100.0,1.3309283792521631,2004-11-20,Shipped,4,11,2004,Classic Cars,"La Corne D'abondance, Co.",France,EMEA,Medium
10358,44,60.76,-0.4695429205300264,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10383,22,91.76,-0.8268690382742231,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10394,31,50.29,-1.0777755878076718,2005-03-15,Shipped,1,3,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10412,21,52.6,-1.3257677289394314,2005-05-03,Shipped,2,5,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10425,55,46.82,-0.5232138797476528,2005-05-31,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,France,EMEA,Small
10120,35,98.05,-0.05568055440923918,2003-04-29,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Medium
10134,35,93.54,-0.14183024845542902,2003-07-01,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,France,EMEA,Medium
10180,48,100.0,0.994166851128875,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Medium
10188,25,100.0,-0.5446899042057939,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Norway,EMEA,Small
10211,25,90.16,-0.6984604224035386,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,France,EMEA,Small
10223,32,91.29,-0.33427944145237215,2004-02-20,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10275,21,100.0,-0.753168343412028,2004-07-23,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10299,47,100.0,1.0489620952355427,2004-09-30,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Medium
10309,21,100.0,-0.48199737740765747,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Norway,EMEA,Small
10339,27,84.39,-0.6850726999141306,2004-11-23,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Japan,Japan,Small
10374,38,100.0,0.36202402803137834,2005-02-02,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",Australia,APAC,Medium
10389,45,100.0,0.5806319466262552,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10403,46,100.0,0.9572400959868719,2005-04-08,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Medium
10417,35,100.0,0.008883961306087278,2005-05-13,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
10110,29,59.37,-0.9889570815734182,2003-03-18,Shipped,1,3,2003,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
10123,50,59.87,-0.2948639780122973,2003-05-20,Shipped,2,5,2003,Classic Cars,Atelier graphique,France,EMEA,Small
10137,26,49.81,-1.2218204959458467,2003-07-10,Shipped,3,7,2003,Classic Cars,Reims Collectables,France,EMEA,Small
10148,47,56.85,-0.47035611688180873,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
10161,23,53.33,-1.259189324272376,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
10181,34,53.83,-0.9297465633151277,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Norway,EMEA,Small
10212,45,53.33,-0.6188599607206954,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10241,21,40.25,-1.4673130133922623,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Small
10266,28,48.3,-1.1905260806363216,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
10288,50,52.32,-0.5008919127759127,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
10301,22,51.32,-1.3124291256927485,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10311,45,49.3,-0.7178352348117726,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10332,20,87.96,-0.968507103518868,2004-11-17,Shipped,4,11,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
10343,27,36.21,-1.395042234262731,2004-11-24,Shipped,4,11,2004,Classic Cars,Reims Collectables,France,EMEA,Small
10379,32,100.0,0.23838543639866439,2005-02-10,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10420,37,60.37,-0.7095449981785028,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Australia,APAC,Small
10106,28,88.63,-0.5742214844708514,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Italy,EMEA,Small
10120,39,100.0,0.6100379999376819,2003-04-29,Shipped,2,4,2003,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
10133,41,94.1,0.1770082137668334,2003-06-27,Shipped,2,6,2003,Planes,Euro Shopping Channel,Spain,EMEA,Medium
10210,27,98.48,-0.4774456609151314,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Japan,Japan,Small
10223,34,100.0,0.0409260806437611,2004-02-20,Shipped,1,2,2004,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
10262,34,97.38,-0.12162586661450443,2004-06-24,Cancelled,2,6,2004,Planes,Euro Shopping Channel,Spain,EMEA,Medium
10275,25,95.2,-0.6296934825883981,2004-07-23,Shipped,3,7,2004,Planes,La Rochelle Gifts,France,EMEA,Small
10284,22,100.0,-0.6674170610012751,2004-08-21,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10297,32,100.0,0.2881596023600996,2004-09-16,Shipped,3,9,2004,Planes,"Clover Collections, Co.",Ireland,EMEA,Medium
10316,25,100.0,-0.3610385133502797,2004-11-01,Shipped,4,11,2004,Planes,giftsbymail.co.uk,UK,EMEA,Small
10328,47,87.54,0.3168779862733748,2004-11-12,Shipped,4,11,2004,Planes,Rovelli Gifts,Italy,EMEA,Medium
10339,21,50.65,-1.348116984379352,2004-11-23,Shipped,4,11,2004,Planes,"Tokyo Collectables, Ltd",Japan,Japan,Small
10374,46,94.1,0.4337926993463861,2005-02-02,Shipped,1,2,2005,Planes,"Australian Gift Network, Co",Australia,APAC,Medium
10386,33,41.71,-1.17741124282872,2005-03-01,Resolved,1,3,2005,Planes,Euro Shopping Channel,Spain,EMEA,Small
10398,43,100.0,1.1015742618877613,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,France,EMEA,Medium
10416,47,88.63,0.34483775077122897,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Italy,EMEA,Medium
10101,45,31.2,-1.1623643814739308,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
10110,20,35.51,-1.5410191659480932,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10173,31,31.53,-1.3951732189099981,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10193,26,29.21,-1.5141345670965551,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
10205,32,37.17,-1.27946465613057,2003-12-03,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10214,20,34.19,-1.5554274771474563,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10227,42,29.21,-1.2590637973187448,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
10280,20,28.88,-1.6133881835630746,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
10288,29,38.17,-1.3244960863222148,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
10304,23,30.2,-1.549533168020444,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
10332,45,81.91,0.08305401782098862,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
10344,20,35.18,-1.544621243747934,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,France,EMEA,Small
10380,32,70.56,-0.6963210064981786,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10409,61,29.54,-0.9451809209180815,2005-04-23,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
10420,45,26.88,-1.2684619457601476,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
10120,34,83.79,-0.37380405876516964,2003-04-29,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10134,43,83.03,0.019930333225598618,2003-07-01,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,France,EMEA,Medium
10158,22,67.03,-1.1238003182410907,2003-10-10,Shipped,4,10,2003,Motorcycles,Baane Mini Imports,Norway,EMEA,Small
10180,28,68.55,-0.8810748514681894,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10188,40,91.4,0.06670822538080254,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Norway,EMEA,Medium
10210,30,61.7,-0.9184054759392657,2004-01-12,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Japan,Japan,Small
10223,38,69.31,-0.4911881334908872,2004-02-20,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10275,30,79.98,-0.6191055569343208,2004-07-23,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10297,32,65.51,-0.7845173356579143,2004-09-16,Shipped,3,9,2004,Motorcycles,"Clover Collections, Co.",Ireland,EMEA,Small
10340,55,79.98,0.4721602856083252,2004-11-24,Shipped,4,11,2004,Motorcycles,Enaco Distributors,Spain,EMEA,Medium
10363,21,100.0,0.033754671205896265,2005-01-06,Shipped,1,1,2005,Motorcycles,Suominen Souveniers,Finland,EMEA,Medium
10375,23,100.0,-0.5951517395653803,2005-02-03,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10389,49,81.4,0.24823111571822892,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10402,59,87.6,0.8921298109079332,2005-04-07,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10416,32,87.6,-0.398723887907704,2005-05-10,Shipped,2,5,2005,Motorcycles,L'ordine Souveniers,Italy,EMEA,Small
10105,43,100.0,1.5322135782459885,2003-02-11,Shipped,1,2,2003,Ships,Danish Wholesale Imports,Denmark,EMEA,Medium
10117,41,100.0,0.9037983599019627,2003-04-16,Shipped,2,4,2003,Ships,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10129,45,100.0,1.3611367135281,2003-06-12,Shipped,2,6,2003,Ships,"Stylish Desk Decors, Co.",UK,EMEA,Medium
10153,40,100.0,1.0493113876282543,2003-09-28,Shipped,3,9,2003,Ships,Euro Shopping Channel,Spain,EMEA,Medium
10167,33,100.0,0.1519355692024877,2003-10-23,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10177,50,100.0,1.3912904708676754,2003-11-07,Shipped,4,11,2003,Ships,CAF Imports,Spain,EMEA,Medium
10197,41,100.0,0.5462211882505047,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Spain,EMEA,Medium
10208,35,100.0,0.41881133031523005,2004-01-02,Shipped,1,1,2004,Ships,"Saveley & Henriot, Co.",France,EMEA,Medium
10221,49,100.0,1.7851340167311662,2004-02-18,Shipped,1,2,2004,Ships,Petit Auto,Belgium,EMEA,Medium
10232,46,100.0,1.1565768983526012,2004-03-20,Shipped,1,3,2004,Ships,giftsbymail.co.uk,UK,EMEA,Medium
10273,22,100.0,-0.4087878749727133,2004-07-21,Shipped,3,7,2004,Ships,Petit Auto,Belgium,EMEA,Small
10293,21,100.0,-0.32303113486832435,2004-09-09,Shipped,3,9,2004,Ships,Amica Models & Co.,Italy,EMEA,Small
10306,29,100.0,-0.17812391113564208,2004-10-14,Shipped,4,10,2004,Ships,"AV Stores, Co.",UK,EMEA,Medium
10315,35,100.0,0.37182058810821766,2004-10-29,Shipped,4,10,2004,Ships,La Rochelle Gifts,France,EMEA,Medium
10326,41,100.0,0.4363523576617272,2004-11-09,Shipped,4,11,2004,Ships,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
10350,34,50.33,-0.9946931175849827,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Spain,EMEA,Small
10372,37,100.0,0.20562290150102258,2005-01-26,Shipped,1,1,2005,Ships,"Tokyo Collectables, Ltd",Japan,Japan,Medium
10101,46,53.76,-0.5789587625470055,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
10110,39,44.35,-0.9846345882136093,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10173,27,41.22,-1.3212160124469052,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10193,20,50.62,-1.3760876642644786,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
10205,24,38.08,-1.4298350311930106,2003-12-03,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10214,49,47.94,-0.6465795866985604,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10227,24,48.38,-1.2949208445080684,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
10244,39,45.25,-0.9654780835508202,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10255,37,45.7,-1.005783151053583,2004-06-04,Shipped,2,6,2004,Vintage Cars,Mini Caravy,France,EMEA,Small
10280,45,47.49,-0.7622881494779883,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
10289,45,48.38,-0.7404300864653188,2004-09-03,Shipped,3,9,2004,Vintage Cars,Herkku Gifts,Norway,EMEA,Small
10304,44,39.42,-0.9819985221873623,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
10332,26,85.52,-0.7150954726064392,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10345,43,53.76,-0.6669804455103855,2004-11-25,Shipped,4,11,2004,Vintage Cars,Atelier graphique,France,EMEA,Small
10356,26,31.86,-1.4765310579436726,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,France,EMEA,Small
10380,27,68.35,-0.9214344959073135,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10391,24,100.0,0.2774188612842108,2005-03-09,Shipped,1,3,2005,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
10103,36,100.0,0.0799595055293075,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Medium
10114,21,100.0,-0.3322000601770096,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Small
10126,27,100.0,-0.06440194883976257,2003-05-28,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10151,42,100.0,0.8541442632005226,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
10165,32,100.0,0.6156212205274353,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10175,28,100.0,-0.3077113888317291,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Small
10184,24,100.0,-0.020440226600797647,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Medium
10194,49,100.0,1.2155145319290859,2003-11-25,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
10217,28,100.0,-0.21006233429422955,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
10246,29,100.0,-0.007188946452292932,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10259,47,100.0,0.9561048957105585,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
10291,48,100.0,1.0174821183423894,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10334,42,100.0,1.0884103048374345,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
10348,37,100.0,1.3358512189119456,2004-11-01,Shipped,4,11,2004,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10358,41,100.0,1.173883244872745,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10425,49,100.0,1.0788593409742204,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
10108,35,58.87,-0.8040940827306851,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Philippines,Japan,Small
10121,32,76.88,-0.5859446104012421,2003-05-07,Shipped,2,5,2003,Motorcycles,Reims Collectables,France,EMEA,Small
10169,38,74.11,-0.3916398015680173,2003-11-04,Shipped,4,11,2003,Motorcycles,"Anna's Decorations, Ltd",Australia,APAC,Small
10180,35,72.03,-0.5527127138508935,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10190,42,76.19,-0.18217351981364482,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
10211,21,63.72,-1.1983196671487044,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,France,EMEA,Small
10224,37,80.34,-0.3062814730990651,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10252,47,65.8,-0.24077823407832574,2004-05-26,Shipped,2,5,2004,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10299,33,66.49,-0.731113803428458,2004-09-30,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Small
10309,24,56.1,-1.193800696817995,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Norway,EMEA,Small
10330,42,81.03,-0.07122952357855138,2004-11-16,Shipped,4,11,2004,Motorcycles,Cruz & Sons Co.,Philippines,Japan,Medium
10341,32,100.0,-0.12365612864714205,2004-11-24,Shipped,4,11,2004,Motorcycles,Salzburg Collectables,Austria,EMEA,Medium
10355,41,70.65,-0.34772174087814134,2004-12-07,Shipped,4,12,2004,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10363,43,61.23,-0.49167386822450226,2005-01-06,Shipped,1,1,2005,Motorcycles,Suominen Souveniers,Finland,EMEA,Small
10375,20,100.0,-0.8119804500348816,2005-02-03,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10403,27,79.65,-0.7549202630692232,2005-04-08,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Small
10110,43,78.15,-0.094593910034791,2003-03-18,Shipped,1,3,2003,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
10148,21,73.6,-1.0850834395864397,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
10161,20,100.0,-0.7581675907827161,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
10212,45,88.14,0.23606045890967642,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10227,47,88.14,0.3322686823272395,2004-03-02,Shipped,1,3,2004,Classic Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
10241,47,94.5,0.4954100604982062,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Medium
10279,49,79.97,0.20998905640992038,2004-08-09,Shipped,3,8,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10288,35,80.87,-0.3838516727492709,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
10302,49,100.0,0.9633308820847842,2003-10-06,Shipped,4,10,2003,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
10311,28,93.6,-0.4982722198305739,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10332,39,86.72,-0.0827889186998585,2004-11-17,Shipped,4,11,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
10380,36,37.5,-1.1918359271089911,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10420,39,100.0,0.21839390460954847,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Australia,APAC,Medium
10104,44,39.6,-0.9776760288275534,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10114,24,30.06,-1.5348847183010919,2003-04-01,Shipped,2,4,2003,Classic Cars,"La Corne D'abondance, Co.",France,EMEA,Small
10141,21,42.43,-1.4423276919260943,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
10151,30,40.31,-1.2686256765692314,2003-09-21,Shipped,3,9,2003,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
10165,27,31.82,-1.4597322769316885,2003-10-22,Shipped,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10175,37,31.12,-1.3002038919478347,2003-11-06,Shipped,4,11,2003,Classic Cars,"Stylish Desk Decors, Co.",UK,EMEA,Small
10184,42,31.82,-1.1992365596795729,2003-11-14,Shipped,4,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
10246,49,36.07,-0.9640154216563395,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10259,31,33.24,-1.366241984944914,2004-06-15,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
10314,39,37.13,-1.13831232561954,2004-10-22,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
10358,36,82.94,-0.2990445713375669,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10383,40,100.0,1.3948925486675163,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10394,46,38.9,-0.9520248687377788,2005-03-15,Shipped,1,3,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10412,30,36.07,-1.3380475396207065,2005-05-03,Shipped,2,5,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10425,31,33.24,-1.366241984944914,2005-05-31,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,France,EMEA,Small
10106,49,74.68,0.06852017966799522,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Italy,EMEA,Medium
10119,41,59.6,-0.5949825510626605,2003-04-28,Shipped,2,4,2003,Planes,Salzburg Collectables,Austria,EMEA,Small
10155,23,72.62,-1.0170478307185395,2003-10-06,Shipped,4,10,2003,Planes,"Toys of Finland, Co.",Finland,EMEA,Small
10167,21,69.88,-1.1277189422718268,2003-10-23,Cancelled,4,10,2003,Planes,Scandinavian Gift Ideas,Sweden,EMEA,Small
10178,34,80.84,-0.428544725935476,2003-11-08,Shipped,4,11,2003,Planes,Alpha Cognac,France,EMEA,Small
10186,22,69.2,-1.0977452888222432,2003-11-14,Shipped,4,11,2003,Planes,"Double Decker Gift Stores, Ltd",UK,EMEA,Small
10198,48,67.82,-0.1519488124567997,2003-11-27,Shipped,4,11,2003,Planes,Cruz & Sons Co.,Philippines,Japan,Medium
10262,24,67.14,-1.0491936462352995,2004-06-24,Cancelled,2,6,2004,Planes,Euro Shopping Channel,Spain,EMEA,Small
10284,30,73.99,-0.717180311575438,2004-08-21,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
