id,ordernumber,quantityordered,priceeach,sales,orderdate,status,qtr_id,month_id,year_id,productline,customername,country,territory,dealsize
1242,10104,38,100.0,5348.5,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1243,10117,22,100.0,2780.58,2003-04-16,Shipped,2,4,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1244,10127,25,100.0,3447.0,2003-06-03,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,USA,,Medium
1245,10142,24,100.0,3791.52,2003-08-08,Shipped,3,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1246,10152,35,100.0,4524.1,2003-09-25,Shipped,3,9,2003,Classic Cars,"Australian Gift Network, Co",Australia,APAC,Medium
1247,10165,28,100.0,3337.6,2003-10-22,Shipped,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
1248,10176,36,100.0,5532.12,2003-11-06,Shipped,4,11,2003,Classic Cars,L'ordine Souveniers,Italy,EMEA,Medium
1249,10185,39,100.0,5096.91,2003-11-14,Shipped,4,11,2003,Classic Cars,Mini Creations Ltd.,USA,,Medium
1250,10196,27,100.0,4537.08,2003-11-26,Shipped,4,11,2003,Classic Cars,Super Scale Inc.,USA,,Medium
1251,10207,40,100.0,6146.8,2003-12-09,Shipped,4,12,2003,Classic Cars,Diecast Collectables,USA,,Medium
1252,10220,50,100.0,8258.0,2004-02-12,Shipped,1,2,2004,Classic Cars,"Clover Collections, Co.",Ireland,EMEA,Large
1253,10230,42,100.0,7238.28,2004-03-15,Shipped,1,3,2004,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Large
1254,10247,48,100.0,6756.0,2004-05-05,Shipped,2,5,2004,Classic Cars,Suominen Souveniers,Finland,EMEA,Medium
1255,10272,25,100.0,3734.0,2004-07-20,Shipped,3,7,2004,Classic Cars,Diecast Classics Inc.,USA,,Medium
1256,10282,31,100.0,4674.8,2004-08-20,Shipped,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1257,10292,44,100.0,7140.76,2004-09-08,Shipped,3,9,2004,Classic Cars,Land of Toys Inc.,USA,,Large
1258,10306,23,100.0,3600.65,2004-10-14,Shipped,4,10,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
1259,10314,29,100.0,4206.74,2004-10-22,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
1260,10324,49,100.0,5379.71,2004-11-05,Shipped,4,11,2004,Classic Cars,Vitachrome Inc.,USA,,Medium
1261,10337,36,100.0,5679.36,2004-11-21,Shipped,4,11,2004,Classic Cars,Classic Legends Inc.,USA,,Medium
1262,10349,34,100.0,4394.84,2004-12-01,Shipped,4,12,2004,Classic Cars,Muscle Machine Inc,USA,,Medium
1263,10358,25,100.0,2528.25,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1264,10372,48,100.0,7031.52,2005-01-26,Shipped,1,1,2005,Classic Cars,"Tokyo Collectables, Ltd",Japan,Japan,Large
1265,10383,38,100.0,5340.9,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1266,10394,37,100.0,6376.58,2005-03-15,Shipped,1,3,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1267,10413,49,100.0,6896.75,2005-05-05,Shipped,2,5,2005,Classic Cars,Gift Depot Inc.,USA,,Medium
1268,10100,22,86.51,1903.22,2003-01-06,Shipped,1,1,2003,Vintage Cars,Online Diecast Creations Co.,USA,,Small
1269,10110,28,89.27,2499.56,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
1270,10124,36,85.59,3081.24,2003-05-21,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,USA,,Medium
1271,10148,34,100.0,3598.22,2003-09-11,Shipped,3,9,2003,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
1272,10162,39,100.0,3912.09,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,USA,,Medium
1273,10173,21,75.46,1584.66,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
1274,10182,36,100.0,3942.72,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1275,10193,24,97.55,2341.2,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
1276,10204,29,85.59,2482.11,2003-12-02,Shipped,4,12,2003,Vintage Cars,Muscle Machine Inc,USA,,Small
1277,10213,38,94.79,3602.02,2004-01-22,Shipped,1,1,2004,Vintage Cars,"Double Decker Gift Stores, Ltd",UK,EMEA,Medium
1278,10227,34,100.0,3566.94,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
1279,10241,42,90.19,3787.98,2004-04-13,Shipped,2,4,2004,Vintage Cars,Mini Caravy,France,EMEA,Medium
1280,10280,35,100.0,3704.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
1281,10288,35,80.99,2834.65,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
1282,10302,38,89.27,3392.26,2003-10-06,Shipped,4,10,2003,Vintage Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
1283,10311,41,81.91,3358.31,2004-10-16,Shipped,4,10,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1284,10332,50,100.0,7310.0,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Large
1285,10344,21,100.0,2203.11,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,France,EMEA,Small
1286,10367,43,62.72,2696.96,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,USA,,Small
1287,10380,32,100.0,3376.64,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1288,10407,6,90.19,541.14,2005-04-22,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,USA,,Small
1289,10420,66,92.95,6134.7,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
1290,10105,41,82.5,3382.5,2003-02-11,Shipped,1,2,2003,Vintage Cars,Danish Wholesale Imports,Denmark,EMEA,Medium
1291,10117,23,97.42,2240.66,2003-04-16,Shipped,2,4,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1292,10128,43,92.16,3962.88,2003-06-06,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1293,10142,24,70.22,1685.28,2003-08-08,Shipped,3,8,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
1294,10153,22,83.38,1834.36,2003-09-28,Shipped,3,9,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
1295,10166,26,73.73,1916.98,2003-10-21,Shipped,4,10,2003,Vintage Cars,FunGiftIdeas.com,USA,,Small
1296,10177,35,74.6,2611.0,2003-11-07,Shipped,4,11,2003,Vintage Cars,CAF Imports,Spain,EMEA,Small
1297,10185,47,77.24,3630.28,2003-11-14,Shipped,4,11,2003,Vintage Cars,Mini Creations Ltd.,USA,,Medium
1298,10197,50,100.0,5090.5,2003-11-26,Shipped,4,11,2003,Vintage Cars,Enaco Distributors,Spain,EMEA,Medium
1299,10208,45,87.77,3949.65,2004-01-02,Shipped,1,1,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
1300,10221,39,89.53,3491.67,2004-02-18,Shipped,1,2,2004,Vintage Cars,Petit Auto,Belgium,EMEA,Medium
1301,10232,23,89.53,2059.19,2004-03-20,Shipped,1,3,2004,Vintage Cars,giftsbymail.co.uk,UK,EMEA,Small
1302,10248,42,75.48,3170.16,2004-05-07,Cancelled,2,5,2004,Vintage Cars,Land of Toys Inc.,USA,,Medium
1303,10261,20,89.53,1790.6,2004-06-17,Shipped,2,6,2004,Vintage Cars,Quebec Home Shopping Network,Canada,,Small
1304,10273,33,71.09,2345.97,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Belgium,EMEA,Small
1305,10283,34,100.0,3580.88,2004-08-20,Shipped,3,8,2004,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,,Medium
1306,10293,49,100.0,4946.06,2004-09-09,Shipped,3,9,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
1307,10306,39,90.4,3525.6,2004-10-14,Shipped,4,10,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
1308,10315,36,100.0,3602.16,2004-10-29,Shipped,4,10,2004,Vintage Cars,La Rochelle Gifts,France,EMEA,Medium
1309,10326,50,86.01,4300.5,2004-11-09,Shipped,4,11,2004,Vintage Cars,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
1310,10337,29,100.0,4498.19,2004-11-21,Shipped,4,11,2004,Vintage Cars,Classic Legends Inc.,USA,,Medium
1311,10350,30,100.0,3023.1,2004-12-02,Shipped,4,12,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1312,10372,41,86.89,3562.49,2005-01-26,Shipped,1,1,2005,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Japan,Medium
1313,10383,28,58.58,1640.24,2005-02-22,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
1314,10396,45,100.0,4739.4,2005-03-23,Shipped,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1315,10414,16,75.48,1207.68,2005-05-06,On Hold,2,5,2005,Vintage Cars,Gifts4AllAges.com,USA,,Small
1316,10103,36,100.0,4228.2,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Medium
1317,10114,41,100.0,4815.45,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
1318,10126,50,100.0,7083.0,2003-05-28,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large
1319,10140,40,100.0,4601.2,2003-07-24,Shipped,3,7,2003,Trucks and Buses,Technics Stores Inc.,USA,,Medium
1320,10150,49,100.0,6467.02,2003-09-19,Shipped,3,9,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
1321,10164,45,100.0,5012.55,2003-10-21,Resolved,4,10,2003,Trucks and Buses,Mini Auto Werke,Austria,EMEA,Medium
1322,10175,47,100.0,5121.59,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Medium
1323,10183,21,100.0,2441.04,2003-11-13,Shipped,4,11,2003,Trucks and Buses,"Classic Gift Ideas, Inc",USA,,Small
1324,10194,32,100.0,4262.08,2003-11-25,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
1325,10207,47,100.0,6658.02,2003-12-09,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,USA,,Medium
1326,10217,38,100.0,4509.08,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
1327,10229,41,100.0,4716.23,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Medium
1328,10245,21,100.0,2390.22,2004-05-04,Shipped,2,5,2004,Trucks and Buses,Super Scale Inc.,USA,,Small
1329,10259,41,100.0,4666.62,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
1330,10270,38,100.0,5383.08,2004-07-19,Shipped,3,7,2004,Trucks and Buses,Souveniers And Things Co.,Australia,APAC,Medium
1331,10281,25,99.29,2482.25,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,USA,,Small
1332,10291,48,100.0,5288.64,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Medium
1333,10305,22,99.29,2184.38,2004-10-13,Shipped,4,10,2004,Trucks and Buses,Marta's Replicas Co.,USA,,Small
1334,10313,28,100.0,2881.76,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Canada,,Small
1335,10323,47,100.0,6203.06,2004-11-05,Shipped,4,11,2004,Trucks and Buses,"Blauer See Auto, Co.",Germany,EMEA,Medium
1336,10334,49,100.0,6763.47,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
1337,10347,45,100.0,5884.65,2004-11-29,Shipped,4,11,2004,Trucks and Buses,"Australian Collectors, Co.",Australia,APAC,Medium
1338,10357,28,100.0,3559.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Medium
1339,10370,29,57.53,1668.37,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
1340,10382,39,100.0,4890.6,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Medium
1341,10411,46,100.0,5235.72,2005-05-01,Shipped,2,5,2005,Trucks and Buses,Quebec Home Shopping Network,Canada,,Medium
1342,10425,38,100.0,4325.16,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
1343,10103,41,47.29,1938.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
1344,10113,50,49.81,2490.5,2003-03-26,Shipped,1,3,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
1345,10126,43,53.83,2314.69,2003-05-28,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
1346,10140,29,43.27,1254.83,2003-07-24,Shipped,3,7,2003,Vintage Cars,Technics Stores Inc.,USA,,Small
1347,10150,30,42.76,1282.8,2003-09-19,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1348,10164,25,53.83,1345.75,2003-10-21,Resolved,4,10,2003,Vintage Cars,Mini Auto Werke,Austria,EMEA,Small
1349,10174,49,44.78,2194.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,"Australian Gift Network, Co",Australia,APAC,Small
1350,10183,40,49.3,1972.0,2003-11-13,Shipped,4,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",USA,,Small
1351,10194,41,44.78,1835.98,2003-11-25,Shipped,4,11,2003,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
1352,10206,21,53.33,1119.93,2003-12-05,Shipped,4,12,2003,Vintage Cars,Canadian Gift Exchange Network,Canada,,Small
1353,10215,46,45.28,2082.88,2004-01-29,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co.,USA,,Small
1354,10229,39,40.25,1569.75,2004-03-11,Shipped,1,3,2004,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
1355,10245,45,59.87,2694.15,2004-05-04,Shipped,2,5,2004,Vintage Cars,Super Scale Inc.,USA,,Small
1356,10258,21,59.87,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Japan,Small
1357,10270,44,58.36,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
1358,10281,44,59.87,2634.28,2004-08-19,Shipped,3,8,2004,Vintage Cars,Diecast Classics Inc.,USA,,Small
1359,10291,29,51.82,1502.78,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Sweden,EMEA,Small
1360,10304,34,49.3,1676.2,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
1361,10312,39,56.85,2217.15,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
1362,10324,38,100.0,6832.02,2004-11-05,Shipped,4,11,2004,Vintage Cars,Vitachrome Inc.,USA,,Medium
1363,10333,24,79.86,1916.64,2004-11-18,Shipped,4,11,2004,Vintage Cars,Mini Wheels Co.,USA,,Small
1364,10348,29,100.0,7110.8,2004-11-01,Shipped,4,11,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large
1365,10358,30,100.0,5302.8,2004-12-10,Shipped,4,12,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1366,10370,20,100.0,2730.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
1367,10382,39,100.0,7827.3,2005-02-17,Shipped,1,2,2005,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Large
1368,10411,35,59.87,2095.45,2005-05-01,Shipped,2,5,2005,Vintage Cars,Quebec Home Shopping Network,Canada,,Small
1369,10424,26,59.87,1556.62,2005-05-31,In Process,2,5,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
1370,10108,44,100.0,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,Cruz & Sons Co.,Philippines,Japan,Medium
1371,10122,28,100.0,3583.16,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,France,EMEA,Medium
1372,10135,31,100.0,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1373,10146,29,100.0,4444.54,2003-09-03,Shipped,3,9,2003,Classic Cars,Gift Ideas Corp.,USA,,Medium
1374,10159,32,100.0,4618.88,2003-10-10,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,USA,,Medium
1375,10169,33,100.0,4910.4,2003-11-04,Shipped,4,11,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
1376,10180,44,100.0,5565.12,2003-11-11,Shipped,4,11,2003,Classic Cars,Daedalus Designs Imports,France,EMEA,Medium
1377,10191,32,100.0,4237.76,2003-11-20,Shipped,4,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Medium
1378,10211,41,100.0,5673.58,2004-01-15,Shipped,1,1,2004,Classic Cars,Auto Canal Petit,France,EMEA,Medium
1379,10225,35,100.0,5260.15,2004-02-22,Shipped,1,2,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
1380,10238,44,100.0,6350.96,2004-04-09,Shipped,2,4,2004,Classic Cars,Danish Wholesale Imports,Denmark,EMEA,Medium
1381,10252,26,100.0,3559.4,2004-05-26,Shipped,2,5,2004,Classic Cars,Auto Canal Petit,France,EMEA,Medium
1382,10264,20,100.0,2410.6,2004-06-30,Shipped,2,6,2004,Classic Cars,Gifts4AllAges.com,USA,,Small
1383,10276,48,100.0,5713.92,2004-08-02,Shipped,3,8,2004,Classic Cars,Online Mini Collectables,USA,,Medium
1384,10287,34,100.0,4300.32,2004-08-30,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
1385,10299,49,100.0,7947.31,2004-09-30,Shipped,3,9,2004,Classic Cars,"Toys of Finland, Co.",Finland,EMEA,Large
1386,10310,40,100.0,5356.8,2004-10-16,Shipped,4,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Medium
1387,10319,45,100.0,7901.1,2004-11-03,Shipped,4,11,2004,Classic Cars,Microscale Inc.,USA,,Large
1388,10330,50,100.0,6101.0,2004-11-16,Shipped,4,11,2004,Classic Cars,Cruz & Sons Co.,Philippines,Japan,Medium
1389,10342,38,100.0,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,"Australian Collectors, Co.",Australia,APAC,Medium
1390,10355,25,100.0,4203.5,2004-12-07,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1391,10363,28,58.18,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
1392,10378,49,67.14,3289.86,2005-02-10,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1393,10390,49,100.0,6862.94,2005-03-04,Shipped,1,3,2005,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1394,10110,42,61.29,2574.18,2003-03-18,Shipped,1,3,2003,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
1395,10124,23,57.73,1327.79,2003-05-21,Shipped,2,5,2003,Classic Cars,Signal Gift Stores,USA,,Small
1396,10148,29,81.25,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
1397,10161,25,80.54,2013.5,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
1398,10173,39,71.98,2807.22,2003-11-05,Shipped,4,11,2003,Classic Cars,Rovelli Gifts,Italy,EMEA,Small
1399,10182,44,69.84,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1400,10193,25,76.26,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,"Australian Collectables, Ltd",Australia,APAC,Small
1401,10204,45,76.26,3431.7,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,USA,,Medium
1402,10213,25,83.39,2084.75,2004-01-22,Shipped,1,1,2004,Classic Cars,"Double Decker Gift Stores, Ltd",UK,EMEA,Small
1403,10227,37,57.73,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,"Saveley & Henriot, Co.",France,EMEA,Small
1404,10241,30,66.99,2009.7,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Small
1405,10267,36,75.55,2719.8,2004-07-07,Shipped,3,7,2004,Classic Cars,Muscle Machine Inc,USA,,Small
1406,10279,26,60.58,1575.08,2004-08-09,Shipped,3,8,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1407,10288,23,73.41,1688.43,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
1408,10302,23,72.7,1672.1,2003-10-06,Shipped,4,10,2003,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Small
1409,10311,25,66.99,1674.75,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1410,10332,21,100.0,3472.98,2004-11-17,Shipped,4,11,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
1411,10344,26,63.43,1649.18,2004-11-25,Shipped,4,11,2004,Classic Cars,Marseille Mini Autos,France,EMEA,Small
1412,10367,44,85.25,3751.0,2005-01-12,Resolved,1,1,2005,Classic Cars,Toys4GrownUps.com,USA,,Medium
1413,10380,24,100.0,4536.0,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1414,10407,66,66.99,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,USA,,Medium
1415,10420,36,57.73,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Australia,APAC,Small
1416,10110,36,85.25,3069.0,2003-03-18,Shipped,1,3,2003,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
1417,10124,22,77.9,1713.8,2003-05-21,Shipped,2,5,2003,Classic Cars,Signal Gift Stores,USA,,Small
1418,10148,25,60.26,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
1419,10161,37,72.76,2692.12,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
1420,10172,32,75.69,2422.08,2003-11-05,Shipped,4,11,2003,Classic Cars,Gift Depot Inc.,USA,,Small
1421,10182,47,74.22,3488.34,2003-11-12,Shipped,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
1422,10192,37,69.82,2583.34,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,USA,,Small
1423,10204,20,62.47,1249.4,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,USA,,Small
1424,10212,41,82.31,3374.71,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1425,10226,21,60.26,1265.46,2004-02-26,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,USA,,Small
1426,10241,22,76.43,1681.46,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Small
1427,10267,40,80.1,3204.0,2004-07-07,Shipped,3,7,2004,Classic Cars,Muscle Machine Inc,USA,,Medium
1428,10279,32,74.96,2398.72,2004-08-09,Shipped,3,8,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1429,10288,36,66.14,2381.04,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
1430,10301,27,72.02,1944.54,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
1431,10311,26,87.45,2273.7,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1432,10321,30,70.55,2116.5,2004-11-04,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,USA,,Small
1433,10332,23,56.84,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
1434,10344,29,59.53,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,Marseille Mini Autos,France,EMEA,Small
1435,10367,21,60.37,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,Toys4GrownUps.com,USA,,Small
1436,10380,34,100.0,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1437,10407,26,76.43,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,USA,,Small
1438,10420,60,64.67,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Australia,APAC,Medium
1439,10104,35,55.49,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1440,10115,47,69.36,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,Classic Legends Inc.,USA,,Medium
1441,10127,20,60.69,1213.8,2003-06-03,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,USA,,Small
1442,10141,20,54.33,1086.6,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
1443,10152,25,65.31,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,"Australian Gift Network, Co",Australia,APAC,Small
1444,10165,25,69.36,1734.0,2003-10-22,Shipped,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1445,10176,27,68.78,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
1446,10184,31,60.11,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
1447,10195,44,66.47,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,Mini Classics,USA,,Small
1448,10207,49,46.82,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,Diecast Collectables,USA,,Small
1449,10220,26,56.07,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,"Clover Collections, Co.",Ireland,EMEA,Small
1450,10230,36,54.33,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
